Date,INTC,NVDA,AMD,QCOM,TXN,MU,AVGO,AMAT,ASML,TSM
2015-10-21,-0.0020934633561784377,-0.01296344137305172,0.03960392300071258,-0.0005083523391440359,-0.010108974544742244,-0.03861909000102448,0.00508820920392683,-0.007411889335728783,0.011121309904760901,-0.0040339948836976
2015-10-22,0.030866015635298893,0.03611765074337048,0.01904771528006588,0.024758340908511478,0.11926801757626615,0.017650600926559123,0.04016605898674075,0.008711953371731695,0.025663491612036404,0.013051409375265388
2015-10-23,0.014535031801232945,0.00669016824392199,0.0327102475754002,0.004964068299863289,0.015321374477157645,0.031100775117697044,0.03382789849747114,0.014188635559171159,0.01429812635144101,-0.0017771760477307552
2015-10-26,-0.008882751359007846,-0.004547144192872943,-0.027149294906731902,-0.025028326070399176,-0.002882646569676073,-0.03828340807113895,-0.046072190438223304,-0.006690891300160318,-0.014416727677647678,-0.013796041485725552
2015-10-27,-0.0034692492073951087,-0.0007026302225104919,0.0,0.0011819482120329905,-0.006631476375562606,0.0060315661034400225,-0.017150424304665957,-0.003674369996764848,-0.008018139886078246,0.001805022366629938
2015-10-28,0.00696265359525694,0.008087351956251654,0.013953474446076086,0.016700589565150192,0.01085460077838074,0.014388525449394729,0.04609402002351759,0.01659528002184696,0.019551848050509024,-0.005405532889424802
2015-10-29,-0.01959078562910599,-0.03453112052647722,-0.022935757240897803,-0.004479774510936063,-0.03579319562452132,-0.041962168456606164,-0.05507892171864137,0.012091850868104492,-0.013713151926414757,-0.01177538055565619
2015-10-30,-0.0049953670156367425,0.024928124750233094,-0.004694942884761688,-0.009666880650846088,0.0026509860836880783,0.02159148778535669,0.02531422291405283,0.001791706262178172,0.007929958044127883,0.0064160201524108285
2015-11-02,0.007383308581858872,0.011631945179903402,0.033018950679290615,0.02053208657371486,0.004760686798086056,0.032004830419085195,0.00544161683555866,0.00715567429172137,0.014225424307801049,0.006375342198921663
2015-11-03,0.005863256146749984,-0.006968739974488547,0.04109585014510864,0.003792800849472089,0.002807508801001557,0.043885469872817495,-0.013408846327720436,0.00651319991751631,0.010625752266339994,0.030317107573762048
2015-11-04,0.00234809394812574,-0.01649099894026207,-0.03508768627628134,-0.01002161641295074,-0.003499735299119844,-0.022421616023007185,0.016129024011465987,-0.007647297174040335,0.00483666579777986,0.034255315525811625
2015-11-05,-0.004392327137630492,-0.0114169025809856,0.0,-0.15250590982867251,0.007901644013642573,-0.05332578148722067,-0.024574989544056458,-0.003556691657206068,-0.003767104276498734,-0.024203712376889785
2015-11-06,-0.004705998263200062,0.1385786699588838,-0.022727250560256596,0.04601545947867658,0.004006902502756038,-0.003634377826874702,0.07112174359097101,0.014277227625237643,0.01176364658184692,-0.006962560906958903
2015-11-09,-0.014480005249014383,-0.0044377125024022135,-0.018604743487125486,-0.008985520918286638,-0.007287739812569138,-0.037081811456236236,-0.024446701321197528,-0.014076257690084804,-0.0063322743263452,0.006135077550484036
2015-11-10,-0.00419758925729774,-0.019101848309035385,-0.042653989878622345,-0.012655674604667322,-0.0031459972807896808,-0.018308225899670183,-0.05248991734832187,-0.0029741052497045395,-0.022983776214892337,-0.019599385543359715
2015-11-11,-0.010539261942812073,-0.009736996878441984,0.02475245187544539,0.01109657592759783,0.009994274659454128,-0.003215353877107696,0.0007506782311128557,0.0017894397073148216,0.004597879794001836,0.003109564362562267
2015-11-12,-0.013998707660190735,-0.003605731258103817,-0.03381639396149072,-0.005108914069795523,-0.016145808917360505,-0.00967749235281623,-0.0008335191093497007,-0.015484938390583958,-0.012559879323046697,-0.015057309564398325
2015-11-13,-0.008950605857886318,-0.019736722145530572,-0.004999995231628418,-0.012172090778615141,-0.009528893314935227,-0.02280124322043231,-0.01927415736004323,0.04295202350007443,-0.014767697317622952,-0.015737574646290775
2015-11-16,-0.0003115405050383435,0.020134103348978805,0.0,0.015979752453260332,0.013361858702853002,-0.0073334234810243926,0.03343526475995606,0.02900211809157316,0.009737424182913124,0.021014130329194636
2015-11-17,0.01682256565929663,0.0,-0.005025120811725348,0.003979925357386449,0.0033404745805465375,0.026192196756994024,0.004857202023781149,0.01020432099644708,-0.0033589813194759843,0.007606240843592849
